date,time,url
2025-05-23,17:30:00,https://www.wodboard.com/events/3458781
2025-05-26,17:30:00,https://www.wodboard.com/events/3494704
2025-05-28,19:00:00,https://www.wodboard.com/events/3490434
2025-05-30,12:00:00,https://www.wodboard.com/events/3490458
2025-05-26,18:45:00,https://www.wodboard.com/events/3490413
2025-05-30,17:30:00,https://www.wodboard.com/events/3490459
2025-05-26,17:30:00,https://www.wodboard.com/events/3494704
2025-05-28,19:00:00,https://www.wodboard.com/events/3490434
2025-05-30,12:00:00,https://www.wodboard.com/events/3490458
2025-05-26,18:45:00,https://www.wodboard.com/events/3490413
2025-05-30,17:30:00,https://www.wodboard.com/events/3490459
2025-06-02,17:30:00,https://www.wodboard.com/events/3532188
2025-06-04,19:00:00,https://www.wodboard.com/events/3528308
2025-06-06,12:00:00,https://www.wodboard.com/events/3528332
2025-06-02,18:45:00,https://www.wodboard.com/events/3528287
2025-06-06,17:30:00,https://www.wodboard.com/events/3528333
2025-06-09,17:30:00,https://www.wodboard.com/events/3566484
2025-06-11,19:00:00,https://www.wodboard.com/events/3562644
2025-06-13,12:00:00,https://www.wodboard.com/events/3562668
2025-06-09,18:45:00,https://www.wodboard.com/events/3562623
2025-06-13,17:30:00,https://www.wodboard.com/events/3562669
2025-06-16,17:30:00,https://www.wodboard.com/events/3607764
2025-06-18,19:00:00,https://www.wodboard.com/events/3604003
2025-06-20,12:00:00,https://www.wodboard.com/events/3604026
2025-06-16,18:45:00,https://www.wodboard.com/events/3603980
2025-06-20,17:30:00,https://www.wodboard.com/events/3604028
2025-06-23,17:30:00,https://www.wodboard.com/events/3634430
2025-06-25,19:00:00,https://www.wodboard.com/events/3630700
2025-06-27,12:00:00,https://www.wodboard.com/events/3630724
2025-06-23,18:45:00,https://www.wodboard.com/events/3630679
2025-06-27,17:30:00,https://www.wodboard.com/events/3630725
2025-06-30,17:30:00,https://www.wodboard.com/events/3673665
2025-07-02,19:00:00,https://www.wodboard.com/events/3670286
2025-07-04,12:00:00,https://www.wodboard.com/events/3670309
2025-06-30,18:45:00,https://www.wodboard.com/events/3670266
2025-07-04,17:30:00,https://www.wodboard.com/events/3670310
2025-06-30,17:30:00,https://www.wodboard.com/events/3673665
2025-07-02,19:00:00,https://www.wodboard.com/events/3670286
2025-07-04,12:00:00,https://www.wodboard.com/events/3670309
2025-06-30,18:45:00,https://www.wodboard.com/events/3670266
2025-07-04,17:30:00,https://www.wodboard.com/events/3670310
2025-07-07,17:30:00,https://www.wodboard.com/events/3708582
2025-07-09,19:00:00,https://www.wodboard.com/events/3704988
2025-07-11,12:00:00,https://www.wodboard.com/events/3705012
2025-07-07,18:45:00,https://www.wodboard.com/events/3704967
2025-07-11,17:30:00,https://www.wodboard.com/events/3705013
2025-07-14,17:30:00,https://www.wodboard.com/events/3737666
2025-07-16,19:00:00,https://www.wodboard.com/events/3734095
2025-07-18,12:00:00,https://www.wodboard.com/events/3734116
2025-07-14,18:45:00,https://www.wodboard.com/events/3734075
2025-07-18,17:30:00,https://www.wodboard.com/events/3734117
2025-07-21,17:30:00,https://www.wodboard.com/events/3770425
2025-07-23,19:00:00,https://www.wodboard.com/events/3766921
2025-07-25,12:00:00,https://www.wodboard.com/events/3766942
2025-07-21,18:45:00,https://www.wodboard.com/events/3766901
2025-07-25,17:30:00,https://www.wodboard.com/events/3766943
